z,n,name,levelEnergy(MeV),halflife,halflifeUnit,halflifeUncertainty,spinAndParity,decayMode,branchingRatio,branchingRatioUncertainty,massExcess(keV),massExcessUncertainty,betaMinus,betaMinusUncertainty,electronCapture,electronCaptureUncertainty,positronEmission,positronEmissionUncertainty,neutronSeparationEnergy,neutronSeparationEnergyUncertainty,protonSeparationEnergy,protonSeparationEnergyUncertainty,alpha,alphaUncertainty,deltaAlpha,deltaAlphaUncertainty,twoNeutronSeparationEnergy,twoNeutronSeparationEnergyUncertainty,twoProtonSeparationEnergy,twoProtonSeparationEnergyUncertainty,doubleBetaMinus,doubleBetaMinusUncertainty,doubleElectronCapture,doubleElectronCaptureUncertainty,electronCaptureOneProtonEmission,electronCaptureOneProtonEmissionUncertainty,betaMinusOneNeutronEmission,betaMinusOneNeutronEmissionUncertainty,betaMinusTwoNeutronEmission,betaMinusTwoNeutronEmissionUncertainty,bindingEnergy,bindingEnergyUncertainty,bindingEnergyLDMFit,bindingEnergyLDMFitUncertainty,pairingGap,pairingGapUncertainty,firstExcitedStateEnergy,firstExcitedStateEnergyUncertainty,firstTwoPlusEnergy,firstTwoPlusEnergyUncertainty,firstThreeMinusEnergy,firstThreeMinusEnergyUncertainty,firstFourPlusEnergy,firstFourPlusEnergyUncertainty,firstFourPlusOverFirstTwoPlusEnergy,firstFourPlusOverFirstTwoPlusEnergyUncertainty,quadrupoleDeformation,quadrupoleDeformationUncertainty,BE4DBE2,BE4DBE2Uncertainty,thermalNeutronCapture,thermalNeutronFission,FY235U,FY235UUncertainty,FY239Pu,FY239PuUncertainty,FY252Cf,FY252CfUncertainty,FY238U,FY238UUncertainty,FY241U,FY241UUncertainty,cFY235U,cFY235UUncertainty,cFY239Pu,cFY239PuUncertainty,cFY252Cf,cFY252CfUncertainty,cFY238U,cFY238UUncertainty,cFY241U,cFY241UUncertainty,secondTwoPlusEnergy,secondTwoPlusEnergyUncertainty
53,73,126I,0,12.93,d,0.05,2-,β⁻,47.3,0.5,-87900.0,3.77,1230.0,3.77,2150.0,3.67,1130.0,3.67,,,,,-2000.0,4.24,293.0,5.05,,,,,-3550.0,11.0,-1510.0,32.0,-6940.0,4.24,-8780.0,3.69,-16300.0,5.34,8430.0,0.03,5.99,0.03,999.0,3.29,,,,,,,,,,,,,,,,,1.69e-12,1.08e-12,0.0,0.0,1.6e-11,1.03e-11,0.0,0.0,,,1.69e-12,1.08e-12,0.0,0.0,1.6e-11,1.03e-11,0.0,0.0,,,,
53,77,130I,0,12.36,h,0.01,5+,β⁻,100.0,,-86900.0,3.15,2940.0,3.15,416.0,3.15,-605.0,3.15,,,,,-2960.0,32.0,294.0,16.0,,,,,-36.4,8.93,-4650.0,14.5,-9590.0,21.4,-6310.0,3.15,-13200.0,4.46,8420.0,0.0243,-17.1,0.0243,1030.0,2.74,,,,,,,,,,,,,,,[object Object],,6.65e-07,4.26e-07,1.4e-05,9e-06,1.43e-07,9.21e-08,1.14e-14,7.29e-15,,,6.65e-07,4.26e-07,1.4e-05,9e-06,1.43e-07,9.21e-08,1.14e-14,7.29e-15,,,,
53,78,131I,0,8.0247,d,0.0015,7/2+,β⁻,100.0,,-87400.0,0.605,970.0,0.604,-2230.0,0.607,-3250.0,0.607,,,,,-3160.0,5.11,302.0,2.58,,,,,612.0,0.63,-5460.0,2.16,-12400.0,14.2,-5630.0,0.604,-14800.0,0.855,8420.0,0.0046,-25.0,0.0046,1120.0,2.6,,,,,,,,,,,,,,,[object Object],,3.91e-05,4.3e-06,0.000229,0.000146,1.41e-05,9.03e-06,7.89e-12,5.04e-12,,,0.0289,0.000289,0.0385,0.000385,0.0159,0.000639,0.0329,0.00046,,,,
53,75,128I,0,25,m,0.02,1+,β⁻,93.1,0.8,-87700.0,3.62,2120.0,3.62,1250.0,3.68,233.0,3.68,,,,,-2540.0,3.56,352.0,2.59,,,,,-1800.0,6.48,-3100.0,19.1,-8320.0,6.06,-7480.0,2.04,-14700.0,5.12,8430.0,0.0283,-4.25,0.0283,1000.0,3.5,,,,,,,,,,,,,,,,,1.03e-08,6.65e-09,9.17e-07,5.87e-07,0.0,0.0,0.0,0.0,,,1.03e-08,6.65e-09,9.17e-07,5.87e-07,0.0,0.0,0.0,0.0,,,,
53,76,129I,0,1.61e+07,y,1.75e+05,7/2+,β⁻,100.0,,-88500.0,3.15,188.0,3.15,-1500.0,3.13,-2520.0,3.13,,,,,-2670.0,4.02,344.0,2.55,,,,,-1000.0,5.53,-3870.0,21.4,-11100.0,19.0,-6710.0,3.15,-16300.0,4.45,8430.0,0.0244,-10.5,0.0244,1170.0,3.27,,,,,,,,,,,,,,,[object Object],,0.0,0.0,3.84e-12,2.46e-12,4.07e-11,2.61e-11,0.0,0.0,,,0.00543,5.43e-05,0.0137,0.000548,0.00588,0.000235,0.0101,0.000809,,,,
53,79,132I,0,2.2839,h,0.0017,4+,β⁻,100.0,,-85700.0,4.06,3570.0,4.06,-515.0,3.48,-1530.0,3.48,,,,,-3490.0,19.2,219.0,9.86,,,,,1440.0,4.19,-6060.0,4.75,-11000.0,4.56,-5360.0,4.06,-11900.0,5.74,8400.0,0.0308,-33.7,0.0308,946.0,4.13,,,,,,,,,,,,,,,,,9.13e-05,5.84e-05,0.00132,0.00085,0.000105,6.74e-05,9.93e-05,6.36e-05,,,0.0431,0.0275,0.0538,0.0344,0.0215,0.0137,0.0514,0.0329,,,,
53,80,133I,0,20.8,h,0.1,7/2+,β⁻,100.0,,-85800.0,5.9,1780.0,6.37,-2920.0,6.25,-3940.0,6.25,,,,,-3650.0,22.0,269.0,11.4,,,,,2210.0,5.9,-6930.0,6.67,-13500.0,6.39,-4640.0,5.9,-13500.0,8.34,8400.0,0.0444,-42.3,0.0444,983.0,5.23,,,,,,,,,,,,,,,,,0.000825,0.000528,0.00553,0.00354,0.00109,0.000702,0.000944,0.000604,,,0.0669,0.0428,0.0697,0.0446,0.0314,0.0201,0.0675,0.0432,,,,
53,81,134I,0,52.6,m,0.2,(4)+,β⁻,100.0,,-84000.0,4.85,4080.0,4.85,-1500.0,4.93,-2530.0,4.93,,,,,-4180.0,15.0,1450.0,9.12,,,,,2840.0,4.85,-10000.0,5.74,-12400.0,5.77,-4470.0,5.41,-10900.0,6.86,8380.0,0.0362,-53.5,0.0362,774.0,4.64,,,,,,,,,,,,,,,,,0.00364,0.00233,0.0118,0.00379,0.00582,0.00372,0.00318,0.00203,,,0.00364,0.00233,0.0118,0.00379,0.00582,0.00372,0.00318,0.00203,,,,
53,84,137I,0,24.13,s,0.12,(7/2+),β⁻,100.0,,-76300.0,8.38,6020.0,8.38,-7050.0,8.64,-8070.0,8.64,,,,,142.0,8.94,-344.0,7.66,,,,,10100.0,8.38,-16200.0,52.8,-19100.0,10.2,2000.0,8.38,-6080.0,11.8,8320.0,0.0612,-48.6,0.0612,593.0,9.71,,,,,,,,,,,,,,,,,0.0262,0.00104,0.0229,0.00137,0.0157,0.00503,0.0353,0.00565,,,0.0306,0.000859,0.0242,0.00097,0.018,0.00415,0.0512,0.0041,,,,
53,85,138I,0,6.303,s,0.041,(1-),β⁻,100.0,,-71900.0,5.96,7990.0,6.58,-6280.0,7.06,-7300.0,7.06,,,,,-385.0,6.7,-286.0,5.71,,,,,10900.0,10.9,-17300.0,300.0,-19200.0,52.5,2330.0,5.96,-1690.0,8.43,8290.0,0.0432,-47.1,0.0432,433.0,6.27,,,,,,,,,,,,,,,,,0.0142,0.000398,0.0127,0.00101,0.01,0.00231,0.0311,0.00998,,,0.0148,0.000416,0.0128,0.000769,0.0105,0.00168,0.0364,0.00838,,,,
53,82,135I,0,6.55,h,0.03,7/2+,β⁻,100.0,,-83700.0,2.06,2630.0,3.82,-6050.0,2.68,-7070.0,2.68,,,,,-4220.0,2.93,2430.0,2.37,,,,,3800.0,2.08,-14000.0,3.34,-17000.0,3.7,-3720.0,2.05,-12200.0,2.91,8380.0,0.0153,-62.1,0.0153,1980.0,7.63,,,,,,,,,,,,,,,[object Object],,0.0292,0.000819,0.0428,0.00257,0.0185,0.00426,0.0135,0.00433,,,0.0628,0.000879,0.0654,0.00183,0.0377,0.00226,0.0694,0.000971,,,,
53,83,136I,0,83.4,s,0.4,(1-),β⁻,100.0,,-79500.0,14.1,6880.0,14.1,-5110.0,14.1,-6140.0,14.1,,,,,-2330.0,14.4,1200.0,10.9,,,,,6790.0,14.3,-15000.0,15.3,-17100.0,14.4,-1200.0,14.6,-7560.0,20.0,8350.0,0.104,-58.4,0.104,522.0,10.9,,,,,,,,,,,,,,,,,0.0125,0.00075,0.0164,0.00131,0.00932,0.00596,0.0134,0.0043,,,0.0126,0.000758,0.0164,0.000987,0.00938,0.00422,0.0138,0.00319,,,,
53,88,141I,0,418,ms,8,,β⁻,100.0,,-59900.0,15.8,8270.0,16.0,-9250.0,400.0,-10200.0,400.0,,,,,-2290.0,54.5,-130.0,28.7,,,,,14500.0,18.3,-20300.0,500.0,-22800.0,600.0,4980.0,16.0,-424.0,22.3,8200.0,0.112,-29.0,0.112,722.0,12.9,,,,,,,,,,,,,,,,,0.000406,9.35e-05,7.02e-05,4.49e-05,0.000275,0.000176,0.00251,0.0016,,,0.000407,9.36e-05,7.03e-05,2.25e-05,0.000276,0.000177,0.00257,0.00164,,,,
53,89,142I,0,235,ms,11,,β⁻,100.0,,-54800.0,4.93,10400.0,5.62,-8250.0,500.0,-9270.0,500.0,,,,,-2570.0,300.0,-177.0,150.0,,,,,15700.0,8.62,-21100.0,300.0,-22500.0,500.0,5320.0,5.71,2040.0,6.98,8160.0,0.0348,-27.7,0.0348,588.0,72.0,,,,,,,,,,,,,,,,,5.85e-05,3.74e-05,2.47e-05,1.58e-05,3.74e-05,2.39e-05,0.000418,0.000268,,,5.85e-05,3.74e-05,2.47e-05,1.58e-05,3.75e-05,2.4e-05,0.000419,0.000268,,,,
53,86,139I,0,2.29,s,0.02,(7/2+),β⁻,100.0,,-68400.0,4.0,7170.0,4.54,-8260.0,5.34,-9280.0,5.34,,,,,-1200.0,4.79,-211.0,4.9,,,,,12200.0,5.08,-18400.0,400.0,-21100.0,300.0,3420.0,4.88,-2230.0,5.66,8260.0,0.0288,-38.2,0.0288,677.0,7.31,,,,,,,,,,,,,,,,,0.00771,0.000617,0.00318,0.000733,0.00409,0.00131,0.0205,0.00657,,,0.00777,0.000622,0.00319,0.000734,0.00417,0.000959,0.0216,0.00498,,,,
53,87,140I,0,380,ms,20,(2-;3),β⁻,100.0,,-63600.0,12.1,9380.0,12.3,-7230.0,18.7,-8260.0,18.7,,,,,-1520.0,13.4,-282.0,13.5,,,,,13400.0,14.6,-19200.0,600.0,-20800.0,400.0,3960.0,12.2,223.0,17.1,8220.0,0.0864,-36.0,0.0864,592.0,11.8,,,,,,,,,,,,,,,,,0.00136,0.000314,0.000594,0.00038,0.00116,0.000523,0.00869,0.00556,,,0.00153,0.000353,0.000595,0.00019,0.00117,0.000375,0.00887,0.00399,,,,
53,91,144I,0,94,ms,8,,β⁻,100.0,,-45300.0,400.0,11500.0,400.0,-9110.0,500.0,-10100.0,500.0,,,,,-3360.0,721.0,-320.0,412.0,,,,,17900.0,400.0,,,,,6800.0,400.0,3750.0,565.0,8090.0,3.0,-20.0,3.0,686.0,381.0,,,,,,,,,,,,,,,,,1.56e-08,9.99e-09,6.01e-09,3.85e-09,2e-07,1.28e-07,1.01e-06,6.51e-07,,,1.56e-08,9.99e-09,6.01e-09,3.85e-09,2e-07,1.28e-07,1.01e-06,6.51e-07,,,,
53,92,145I,0,89.7,ms,9.3,,β⁻,100.0,,-41100.0,500.0,10300.0,500.0,-11100.0,583.0,-12100.0,583.0,,,,,-4010.0,707.0,-289.0,476.0,,,,,18900.0,500.0,,,,,7670.0,500.0,2930.0,707.0,8060.0,3.0,-15.0,3.0,686.0,403.0,,,,,,,,,,,,,,,,,8.28e-12,5.3e-12,2.72e-11,1.74e-11,1.6e-09,1.02e-09,1.16e-07,7.48e-08,,,8.28e-12,5.3e-12,2.72e-11,1.74e-11,1.6e-09,1.02e-09,1.17e-07,7.48e-08,,,,
53,90,143I,0,182,ms,8,,β⁻,100.0,,-50700.0,200.0,9410.0,200.0,-10200.0,539.0,-11200.0,539.0,,,,,-3160.0,447.0,-195.0,244.0,,,,,16800.0,200.0,,,-24400.0,361.0,6360.0,200.0,1260.0,282.0,8130.0,1.0,-21.7,1.0,802.0,238.0,,,,,,,,,,,,,,,,,1.85e-07,1.18e-07,1.15e-07,7.36e-08,8.5e-07,5.44e-07,7.47e-05,4.78e-05,,,1.85e-07,1.18e-07,1.15e-07,7.36e-08,8.5e-07,5.44e-07,7.47e-05,4.78e-05,,,,
53,93,146I,0,94,ms,26,,β⁻,100.0,,-35500.0,300.0,12400.0,301.0,,,,,,,,,-4350.0,424.0,-350.0,327.0,,,,,19700.0,300.0,,,,,7880.0,300.0,5180.0,424.0,8030.0,2.0,-15.8,2.0,550.0,333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,79,133Xe,0,5.2474,d,0.0005,3/2+,β⁻,100.0,,-87600.0,2.4,427.0,2.4,-1780.0,6.37,-2800.0,6.37,,,,,-3060.0,2.5,280.0,1.73,,,,,-90.0,2.59,-4700.0,3.16,-9740.0,4.23,-8560.0,2.61,-15700.0,3.39,8410.0,0.018,-24.8,0.018,1050.0,1.69,,,,,,,,,,,,,,,[object Object],,1.88e-05,1.2e-05,0.000337,0.000216,1.63e-05,1.04e-05,1.22e-05,7.81e-06,,,0.00194,0.00124,0.00234,0.0015,0.000923,0.00059,0.00195,0.00125,,,,
54,81,135Xe,0,9.168,h,0.007,3/2+,β⁻,100.0,,-86400.0,3.66,1160.0,3.66,-2630.0,3.82,-3650.0,3.82,,,,,-3620.0,3.66,1350.0,2.59,,,,,1430.0,3.66,-8680.0,4.05,-11100.0,4.58,-7590.0,3.66,-14400.0,5.18,8390.0,0.0272,-42.4,0.0272,864.0,2.59,,,,,,,,,,,,,,,[object Object],,0.00178,0.000106,0.00752,0.00481,0.00225,0.00144,0.000157,0.0001,,,0.011,0.000154,0.0171,0.00548,0.0078,0.00249,0.0103,0.00029,,,,
54,86,140Xe,0,13.6,s,0.1,0+,β⁻,100.0,,-72900.0,2.32,4060.0,8.52,-9380.0,12.3,-10400.0,12.3,,,,,-986.0,3.25,-109.0,4.09,,,,,10200.0,8.23,-16600.0,14.5,-20000.0,4.23,-356.0,3.9,-6240.0,3.29,8290.0,0.0166,-30.4,0.0166,1060.0,2.43,,,,,,,,,,,0.143,0.00204,1.87,0.0546,,,0.035,0.000981,0.0154,0.000431,0.0255,0.0028,0.0403,0.00444,,,0.0365,0.00073,0.0159,0.000319,0.0266,0.00213,0.0489,0.00293,,,,
54,85,139Xe,0,39.72,s,0.13,3/2-,β⁻,100.0,,-75600.0,2.14,5050.0,3.79,-7170.0,4.54,-8190.0,4.54,,,,,-340.0,2.74,-188.0,3.8,,,,,9260.0,2.15,-15400.0,4.13,-17200.0,4.35,-828.0,9.4,-5240.0,3.02,8310.0,0.0154,-35.5,0.0154,834.0,2.36,,,,,,,,,,,,,,,,,0.0432,0.000864,0.0279,0.00111,0.0349,0.00209,0.0328,0.00525,,,0.0503,0.001,0.0308,0.000863,0.0388,0.00155,0.0532,0.00319,,,,
54,84,138Xe,0,14.14,m,0.05,0+,β⁻,100.0,,-79900.0,2.8,2910.0,9.57,-7990.0,6.58,-9010.0,6.58,,,,,136.0,3.92,-215.0,3.81,,,,,8280.0,2.81,-14200.0,4.71,-17900.0,3.5,-1490.0,2.82,-9770.0,3.96,8340.0,0.0203,-39.1,0.0203,958.0,2.25,,,,,,,,,,,0.119,0.0158,,,,,0.0481,0.00134,0.0392,0.00109,0.0363,0.00218,0.0203,0.00652,,,0.0629,0.000881,0.0517,0.000723,0.0467,0.00186,0.057,0.00159,,,,
54,83,137Xe,0,3.821,m,0.011,7/2-,β⁻,100.0,,-82300.0,0.104,4160.0,0.319,-6020.0,8.38,-7040.0,8.38,,,,,-1870.0,2.06,1040.0,2.85,,,,,5330.0,0.268,-13000.0,2.1,-15200.0,2.28,-4110.0,1.87,-10900.0,0.147,8360.0,0.0008,-45.6,0.0008,817.0,1.4,,,,,,,,,,,,,,,,,0.0319,0.000894,0.0368,0.00147,0.0259,0.00414,0.0107,0.00344,,,0.0612,0.000612,0.0601,0.0012,0.0432,0.00173,0.0604,0.0012,,,,
54,89,143Xe,0,511,ms,6,5/2-,β⁻,100.0,,-60200.0,4.65,7470.0,8.89,-9410.0,200.0,-10400.0,200.0,,,,,-2420.0,5.84,-31.6,10.5,,,,,13700.0,8.2,-19600.0,500.0,-20900.0,500.0,2240.0,8.46,-1860.0,6.58,8190.0,0.0325,-19.3,0.0325,848.0,4.44,,,,,,,,,,,,,,,,,0.000264,0.000169,5.88e-05,3.76e-05,0.000208,0.000133,0.00215,0.00138,,,0.000264,0.000169,5.89e-05,3.77e-05,0.000209,0.000133,0.00223,0.00142,,,,
54,88,142Xe,0,1.227,s,0.017,0+,β⁻,100.0,,-65200.0,2.7,5280.0,7.56,-10400.0,5.62,-11400.0,5.62,,,,,-1950.0,4.65,-51.4,2.83,,,,,12600.0,6.5,-18600.0,500.0,-21800.0,400.0,1170.0,9.58,-4320.0,3.81,8230.0,0.019,-22.1,0.019,1020.0,3.34,,,,,,,,,,,0.119,0.00894,,,,,0.00434,0.00026,0.0014,0.000112,0.00368,0.00235,0.0152,0.00488,,,0.00439,0.000263,0.00143,8.58e-05,0.00371,0.00237,0.0156,0.00359,,,,
54,87,141Xe,0,1.72,s,0.013,5/2(-),β⁻,100.0,,-68100.0,2.88,6280.0,9.63,-8270.0,16.0,-9290.0,16.0,,,,,-1310.0,3.57,-212.0,4.82,,,,,11500.0,6.05,-17500.0,400.0,-19100.0,14.6,781.0,8.69,-3630.0,4.08,8250.0,0.0205,-26.4,0.0205,910.0,2.71,,,,,,,,,,,,,,,,,0.0121,0.000341,0.00473,0.000189,0.01,0.0011,0.0298,0.00238,,,0.0125,0.00035,0.00479,0.000191,0.0102,0.000819,0.0319,0.00191,,,,
54,93,147Xe,0,88,ms,14,,β⁻,100.0,,-42400.0,200.0,9520.0,200.0,-11100.0,361.0,-12200.0,361.0,,,,,-4290.0,539.0,-335.0,350.0,,,,,17800.0,201.0,,,,,4830.0,200.0,1510.0,282.0,8070.0,1.0,-8.13,1.0,954.0,181.0,,,,,,,,,,,,,,,,,1.78e-08,1.14e-08,2.45e-11,1.57e-11,1.92e-07,1.22e-07,1.64e-07,1.05e-07,,,1.78e-08,1.14e-08,2.45e-11,1.57e-11,1.92e-07,1.22e-07,1.64e-07,1.05e-07,,,,
54,92,146Xe,0,146,ms,5,0+,β⁻,100.0,,-47900.0,24.2,7350.0,24.3,-12400.0,301.0,-13400.0,301.0,,,,,-3830.0,501.0,-264.0,250.0,,,,,16900.0,24.2,,,-25200.0,301.0,4020.0,25.8,-826.0,34.2,8110.0,0.165,-9.91,0.165,1030.0,75.6,,,,,,,,,,,,,,,,,1.05e-07,6.78e-08,1.52e-08,9.79e-09,6.49e-07,4.15e-07,9.34e-06,5.97e-06,,,1.05e-07,3.39e-08,1.52e-08,9.79e-09,6.49e-07,4.15e-07,9.35e-06,5.98e-06,,,,
54,91,145Xe,0,188,ms,4,,β⁻,100.0,,-51400.0,11.1,8560.0,14.3,-10300.0,500.0,-11300.0,500.0,,,,,-3240.0,400.0,-256.0,200.0,,,,,16000.0,14.0,-21400.0,300.0,-22500.0,300.0,3700.0,23.0,39.5,15.8,8130.0,0.0771,-12.6,0.0771,920.0,14.7,,,,,,,,,,,,,,,,,7.15e-07,4.58e-07,5.66e-07,3.62e-07,1.11e-05,7.14e-06,0.00013,8.32e-05,,,7.15e-07,2.29e-07,5.66e-07,3.62e-07,1.11e-05,7.14e-06,0.00013,8.32e-05,,,,
54,90,144Xe,0,388,ms,7,0+,β⁻,100.0,,-56800.0,5.31,6390.0,20.8,-11500.0,400.0,-12500.0,400.0,,,,,-2920.0,15.3,-83.8,8.14,,,,,14800.0,8.89,-20600.0,300.0,-23600.0,500.0,2730.0,9.24,-2500.0,7.5,8170.0,0.0369,-15.3,0.0369,1020.0,7.12,,,,,,,,,,,,,,,,,6.04e-05,3.87e-05,7.42e-06,4.75e-06,0.000115,7.38e-05,0.00122,0.000196,,,6.05e-05,6.65e-06,7.42e-06,2.37e-06,0.000115,7.4e-05,0.00122,0.000134,,,,
54,94,148Xe,0,85,ms,15,0+,β⁻,100.0,,-38600.0,300.0,8260.0,300.0,,,,,,,,,-4850.0,424.0,-265.0,327.0,,,,,18800.0,300.0,,,,,5190.0,300.0,517.0,424.0,8040.0,2.0,-6.79,2.0,993.0,267.0,,,,,,,,,,,,,,,,,1.09e-11,7.03e-12,9.08e-13,5.81e-13,4.29e-10,2.75e-10,1.81e-08,1.16e-08,,,1.09e-11,7.03e-12,9.08e-13,5.81e-13,4.29e-10,2.75e-10,1.82e-08,1.16e-08,,,,
55,75,130Cs,0,29.2,m,0.04,1+,β⁻,1.6,,-86800.0,8.35,357.0,8.36,2980.0,8.35,1950.0,8.35,,,,,-1410.0,9.17,335.0,11.7,,,,,-5270.0,27.2,36.4,8.93,-5680.0,8.93,-9910.0,13.4,-17600.0,11.8,8400.0,0.0643,4.87,0.0643,877.0,6.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,79,134Cs,0,2.0656,y,0.0005,4+,β⁻,99.9997,0.0001,-86800.0,0.016,2050.0,0.25,1230.0,0.016,212.0,0.016,,,,,-2370.0,3.15,166.0,1.59,,,,,-1670.0,19.9,-2840.0,4.85,-8320.0,5.9,-7400.0,0.992,-14500.0,0.0226,8390.0,0.0003,-17.0,0.0003,935.0,0.185,,,,,,,,,,,,,,,[object Object],,3.85e-08,2.46e-08,3.34e-06,2.14e-06,5.44e-07,3.48e-07,3.23e-09,2.06e-09,,,7.7e-08,4.93e-08,6.69e-06,4.28e-06,1.08e-06,6.97e-07,6.46e-09,4.13e-09,,,,
55,77,132Cs,0,6.48,d,0.006,2+,β⁻,1.87,0.09,-87100.0,1.03,1280.0,1.47,2120.0,1.03,1100.0,1.03,,,,,-1830.0,3.76,264.0,26.6,,,,,-3420.0,36.3,-1440.0,4.19,-6990.0,1.19,-8540.0,1.11,-16000.0,1.46,8400.0,0.0079,-4.42,0.0079,910.0,0.743,,,,,,,,,,,,,,,,,7.37e-10,4.72e-10,2.97e-09,1.9e-09,6.64e-12,4.25e-12,2.85e-13,1.82e-13,,,7.37e-10,4.72e-10,2.97e-09,1.9e-09,6.64e-12,4.25e-12,2.85e-13,1.82e-13,,,,
55,83,138Cs,0,32.48,m,0.2,3-,β⁻,100.0,,-82800.0,9.15,5370.0,9.15,-2910.0,9.57,-3930.0,9.57,,,,,-1260.0,10.3,853.0,7.59,,,,,3620.0,9.16,-10900.0,10.9,-13800.0,12.4,-3230.0,9.15,-10100.0,12.9,8360.0,0.0664,-36.4,0.0664,736.0,6.66,,,,,,,,,,,,,,,,,0.00223,0.000245,0.00592,0.00379,0.003,0.00192,0.000301,0.000193,,,0.00223,0.000245,0.00592,0.00379,0.003,0.00192,0.000301,0.000193,,,,
55,82,137Cs,0,30.007,y,+0.023-0.023,7/2+,β⁻,100.0,,-86500.0,0.302,1170.0,0.172,-4160.0,0.319,-5180.0,0.319,,,,,-3110.0,5.9,2150.0,3.6,,,,,595.0,1.63,-10100.0,8.38,-14200.0,14.1,-5730.0,0.185,-14800.0,0.427,8380.0,0.0022,-40.9,0.0022,1930.0,4.68,,,,,,,,,,,,,,,[object Object],,0.000599,6.59e-05,0.00597,0.000955,0.00692,0.00221,0.000112,7.17e-05,,,0.0618,0.000309,0.066,0.00033,0.0502,0.002,0.0605,0.000605,,,,
55,81,136Cs,0,13.01,d,0.05,5+,β⁻,100.0,,-86300.0,1.87,2540.0,1.85,90.3,1.87,-931.0,1.87,,,,,-3060.0,4.47,1330.0,2.44,,,,,-301.0,53.2,-6790.0,14.3,-9840.0,2.78,-6550.0,1.85,-13500.0,2.64,8380.0,0.0138,-34.2,0.0138,724.0,1.34,,,,,,,,,,,,,,,[object Object],,2.76e-05,1.77e-05,0.000487,0.000311,0.000145,9.33e-05,4.8e-06,3.07e-06,,,5.53e-05,3.54e-05,0.000974,0.000623,0.000291,0.000186,9.6e-06,6.14e-06,,,,
55,80,135Cs,0,1.33e+06,y,1.90e+05,7/2+,β⁻,100.0,,-87500.0,0.364,268.0,0.286,-1160.0,3.66,-2190.0,3.66,,,,,-2560.0,0.705,249.0,0.499,,,,,-938.0,9.43,-3800.0,2.08,-10800.0,4.87,-6700.0,0.302,-16100.0,0.514,8400.0,0.0027,-24.1,0.0027,966.0,0.973,,,,,,,,,,,,,,,[object Object],,2.45e-06,1.57e-06,6.3e-05,4.03e-05,1.03e-05,6.62e-06,1.85e-07,1.18e-07,,,0.0653,0.0418,0.0762,0.0487,0.0419,0.0268,0.0696,0.0445,,,,
55,87,142Cs,0,1.687,s,0.009,0-,β⁻,100.0,,-70500.0,7.06,7320.0,8.36,-5280.0,7.56,-6300.0,7.56,,,,,-959.0,9.24,-85.9,5.87,,,,,9500.0,9.4,-15700.0,8.62,-17800.0,17.3,1140.0,8.84,-3380.0,9.99,8260.0,0.0497,-20.4,0.0497,561.0,7.77,,,,,,,,,,,,,,,,,0.0227,0.000637,0.0139,0.00321,0.0253,0.00582,0.0227,0.00729,,,0.0271,0.00076,0.0153,0.00246,0.029,0.00668,0.0385,0.00616,,,,
55,86,141Cs,0,24.86,s,0.1,7/2+,β⁻,100.0,,-74400.0,9.19,5250.0,9.61,-6280.0,9.63,-7300.0,9.63,,,,,-545.0,12.4,-118.0,9.87,,,,,8450.0,10.0,-14500.0,18.3,-18100.0,15.2,719.0,11.6,-5700.0,13.0,8290.0,0.0651,-21.0,0.0651,695.0,8.46,,,,,,,,,,,,,,,,,0.0291,0.000583,0.0286,0.00458,0.0379,0.00303,0.0191,0.00612,,,0.0416,0.000583,0.0334,0.00368,0.0481,0.00192,0.051,0.00561,,,,
55,85,140Cs,0,64,s,0.4,1-,β⁻,100.0,,-77000.0,8.19,6210.0,9.86,-4060.0,8.52,-5080.0,8.52,,,,,70.5,16.3,-147.0,11.2,,,,,7260.0,8.21,-13400.0,14.6,-15800.0,9.12,-207.0,8.2,-4930.0,11.5,8310.0,0.0586,-27.8,0.0586,539.0,7.56,,,,,,,,,,,,,,,,,0.0206,0.000579,0.0227,0.00364,0.0277,0.00304,0.00887,0.00204,,,0.0572,0.000801,0.0387,0.00309,0.0543,0.00217,0.0578,0.00115,,,,
55,84,139Cs,0,9.25,m,0.06,7/2+,β⁻,100.0,,-80700.0,3.13,4210.0,3.12,-5050.0,3.79,-6070.0,3.79,,,,,653.0,3.74,-274.0,4.4,,,,,6520.0,3.19,-12200.0,5.08,-16000.0,6.73,-510.0,3.12,-9120.0,4.43,8340.0,0.0225,-29.1,0.0225,732.0,6.53,,,,,,,,,,,,,,,,,0.013,0.000522,0.0232,0.00534,0.0182,0.00292,0.00347,0.00222,,,0.0634,0.000634,0.054,0.00432,0.057,0.00228,0.0566,0.00453,,,,
55,89,144Cs,0,0.993,s,0.007,1(-),β⁻,100.0,,-63200.0,20.1,8490.0,20.4,-6390.0,20.8,-7420.0,20.8,,,,,-2090.0,23.4,113.0,18.2,,,,,11500.0,23.9,-17900.0,400.0,-19700.0,201.0,2590.0,21.2,-1570.0,28.4,8210.0,0.139,-13.8,0.139,593.0,15.4,,,,,,,,,,,,,,,,,0.00417,0.00025,0.00157,0.000504,0.00548,0.00351,0.0174,0.00557,,,0.00423,0.000254,0.00158,0.000506,0.00559,0.00358,0.0185,0.00427,,,,
